Date,Afghanistan,Albania,Algeria,Andorra,Angola,Antigua and Barbuda,Argentina,Armenia,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bolivia,Bosnia and Herzegovina,Botswana,Brazil,Brunei,Bulgaria,Burkina Faso,Burma,Burundi,Cabo Verde,Cameroon,Canada,Chile,China,Colombia,Congo (Brazzaville),Congo (Kinshasa),Costa Rica,Cote d'Ivoire,Croatia,Cuba,Cyprus,Czechia,Denmark,Diamond Princess,Djibouti,Dominican Republic,Ecuador,Egypt,El Salvador,Estonia,Eswatini,Ethiopia,Finland,France,Gabon,Gambia,Georgia,Germany,Ghana,Greece,Guatemala,Guinea,Guyana,Haiti,Honduras,Hungary,India,Indonesia,Iran,Iraq,Ireland,Israel,Italy,Jamaica,Japan,Jordan,Kenya,South Korea,Kosovo,Kuwait,Kyrgyzstan,Latvia,Lebanon,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,MS Zaandam,Malawi,Malaysia,Mali,Malta,Mauritania,Mauritius,Mexico,Moldova,Monaco,Montenegro,Morocco,Netherlands,New Zealand,Nicaragua,Niger,Nigeria,North Macedonia,Norway,Oman,Pakistan,Panama,Paraguay,Peru,Philippines,Poland,Portugal,Qatar,Romania,Russia,San Marino,Saudi Arabia,Senegal,Serbia,Singapore,Slovenia,Somalia,South Africa,Spain,Sri Lanka,Sudan,Suriname,Sweden,Switzerland,Syria,Taiwan*,Tanzania,Thailand,Togo,Trinidad and Tobago,Tunisia,Turkey,US,Ukraine,United Arab Emirates,United Kingdom,Uruguay,Uzbekistan,Venezuela,West Bank and Gaza,Zambia,Zimbabwe
2020-04-04,0.10935976055688422,0.10142600405222002,0.2839153128189866,0.16030678012217556,0.0,,0.12846898857032227,0.201458832560925,0.12632824846226537,0.11918829473967574,0.05541878136974604,,8.678943785254766e-05,0.09340556975181287,,,0.19045978940692745,,,0.28684545038169373,0.16556699731149874,,0.21477257342114517,0.0,0.1667906000459541,0.05562698869348278,,,0.0,0.0961271886431116,0.21467240581484912,0.2561908230077603,0.0013669514798793636,0.20109083129350402,,0.17606536574380416,1.6788131325626187e-06,0.08191031320517246,0.14975504778086238,0.09284763390508959,0.08640302683170979,0.21170776579615205,0.1512267230303147,0.01910065429360605,,0.11072016360195869,0.21257163026942807,0.11234498674534897,,0.3386302134125092,,,0.12972991564960137,0.192560082826188,0.0,0.0,,0.1730276855538001,0.0012811216470032278,0.09448828871392502,0.11565427610880508,,0.2579459206940282,,0.26265603255078585,0.15902944402563715,0.2236134202784822,0.09049659156102506,0.04556456958589617,0.043073638639617835,0.19901891526550516,0.21408869985106957,0.05730332172447866,0.24370846274625388,0.06182429391622085,0.04406387762650333,0.30797551933863127,0.025043994285628743,0.0,,,,0.0956832224560044,,,,0.08918203785385971,0.08415387048668688,,,0.08660314453387702,0.1771090482648824,,0.0,0.15205730980982587,0.24414000520633924,0.3573397630384145,0.0,0.09872428507347734,0.13183051505894647,0.1321191867859821,0.0,0.0,0.27035857071538033,0.19134285016896427,0.17575244537694443,0.1460834811011998,,0.15664898285232512,0.12060809609252603,0.00012640587776586328,0.24749485351121017,0.12495498089840357,0.22592020722564143,0.14048135126253883,0.21338674474268995,0.17869728652198338,0.31931674677738187,0.05030334720387434,0.289529637659258,,0.25608599051755837,0.1409931323880322,0.1393322858948047,,0.24627092478056012,0.09306904020298179,0.22743187326842307,0.03290809502449245,,0.2054750649973399,0.1268167244352495,0.04956611833234503,0.04451094872672474,,0.18483107018709619,0.23854334075488906,0.16031744654169164,0.170502978194033,0.23989028792638423,0.22190602022038305,0.19344779617074384,0.1611534187980894,0.2398095750848069,0.359655744565108,0.005507346481371671,0.20236109279547523,0.0,,0.0
2020-04-05,0.15067553354710117,0.07675340694203366,0.2698639287228653,0.10975010750585756,0.0,,0.1149642149974212,0.1782738800334014,0.13909039611963606,0.10078319861592004,0.06487984427329453,,2.8929812617515887e-05,0.1222833459636476,,0.5157165665103982,0.16349126546250511,,,0.16300685928438044,0.15350099384937022,0.0,0.19808511634524018,0.0,0.1795733156640926,0.039686077480215014,0.0,,0.0,0.08835691034616956,0.2255535757809515,0.22343447829886762,0.0013188973735973053,0.19694956025025925,,0.16694758108850427,5.596043775208729e-07,0.1911240641454024,0.1892027218495684,0.07884774871720011,0.03674642745710648,0.17568719706437833,0.14105052691440026,0.012781843595020872,,0.09869760801567366,0.1862461086450308,0.10900351093874343,0.2457309396155174,0.31575216024366193,,,0.11053936997025642,0.17472215570514202,0.0,0.0,,0.15721659211940506,0.00042704054900107594,0.09109362093342895,0.1700278569071192,,0.18511421022936614,,0.23027875177270785,0.15290498268509112,0.2135332374467385,0.0757996694474317,0.044203726480528616,0.042015816291908,0.17552123256547555,0.193451584363584,0.051428176080773526,0.16314646745392378,0.07026248542335002,0.02706705565438383,0.352817503738927,0.02465704086780436,0.0,,,,0.08104501397201579,,,,0.10837363440278902,0.08320190176708635,,,0.07507812229635996,0.1619332751648679,,0.0,0.08432599733747992,0.24661202195669804,0.32198867678563037,0.0,0.03290809502449245,0.14286823694490466,0.11410543898541214,0.0,0.0,0.23043885408393586,0.1978639060439423,0.1611356730427194,0.12962940399295217,0.1486983549970351,0.14225560863287445,0.11153452471585489,0.03589758304201864,0.22221860870024546,0.11738353122565442,0.2196036130426846,0.1259115660725487,0.17026115157892005,0.14903644805105518,0.22604085273585336,0.04503592658615671,0.251901192677974,,0.22460061476926305,0.14612994746070082,0.14032915049767017,,0.20281124530418135,0.08314434826372408,0.17870755016604814,0.01096936500816415,,0.17581302043724445,0.10880241545709453,0.01652203944411501,0.014836982908908246,0.0,0.17777552585329925,0.18958201718936832,0.14784748079668453,0.1567297372963743,0.2145591547481441,0.19975909120410837,0.16623733971552965,0.11149417289395121,0.21477997956605296,0.32837211521394677,0.0018357821604572235,0.19056333262665445,0.0,,0.0
2020-04-06,0.18652663715120663,0.07070884643419219,0.2298767637319059,0.09127678391671967,0.0,,0.10705895258022441,0.11801277403992942,0.14058510958323278,0.09205051447976655,0.07768358776816038,0.3797296614612149,0.015222827467963563,0.16751764284374784,,0.41187049058979297,0.15300407328628282,,,0.12534751940922753,0.16111744688505458,0.0,0.18210084608174348,0.0,0.17721280555736443,0.032829953353543884,0.0,,0.0,0.07479205944704952,0.23328550310891627,0.1987428677105458,0.0010812259030966904,0.21024859023724415,,0.1276317059883594,1.8653479250695762e-07,0.22752864779214574,0.20461409513608864,0.09740028021503207,0.005298263272694427,0.1576946356861495,0.12365098727329198,0.004260614531673624,,0.09584500500964897,0.14615624134804237,0.10455463264137478,0.23797906846181557,0.2532844371744387,,,0.11030238101000443,0.1549506999933269,0.0,0.0,,0.14317333068017132,0.0001423468496670253,0.09180916798071238,0.220496578712718,,0.12648403927255814,,0.16523081632025258,0.15490377454638507,0.18582590988719194,0.06285330501921306,0.042738627799449626,0.0407315803963877,0.16474455756330975,0.16295871681107524,0.046828730479624575,0.05438215581797459,0.07853078960621396,0.033780544775893394,0.3108283132804059,0.024918123639937752,0.10650263692429807,,,,0.059664196425055716,,,,0.11663551842803543,0.0781733667046241,0.0,,0.06285946345155767,0.12568865388714934,,0.0,0.03854543460500833,0.26248442377541453,0.30825783928836303,0.0,0.01096936500816415,0.15042357641856252,0.10221561881803572,0.0,0.0,0.18331404068195442,0.21490642654696368,0.1692725112072786,0.12245719940891749,0.1486983549970351,0.13184465449367713,0.116894776624903,0.08367675651286625,0.1860075160419752,0.11165921258696156,0.19901999485915964,0.1128140388368255,0.15588595385766343,0.13374347971035683,0.17028291389853692,0.03759557284039578,0.19464739976098322,0.1486983549970351,0.17545264353888365,0.12643335788514484,0.1503109201335651,,0.2015841395262892,0.07299244238837488,0.12358188820401224,0.0036564550027213833,,0.15441656517342214,0.09730001759318113,0.005507346481371671,0.004945660969636082,0.0,0.1565856527750291,0.11950851986158846,0.11498952246964007,0.1299982289103178,0.18435409359090535,0.18132978197129435,0.15236156998676362,0.08724290024237463,0.1851400047221413,0.23084332318320291,0.0006119273868190744,0.14827938696465578,0.0,,0.04956611833234503
2020-04-07,0.1852851807452316,0.06313003071159225,0.18284095837087025,0.08205508778963073,0.0,,0.10003749919089798,0.06554211930885388,0.1325022647576937,0.09464359821009564,0.0916015581267987,0.42882396805367423,0.03550064421683664,0.22378283565123358,,0.31451266630192004,0.1490711536142573,,,0.11711359245922075,0.15520180874903475,0.0,0.17443438715894555,0.0,0.15743239073445062,0.047692495599973496,0.08191031320517246,,0.0,0.05732636961186771,0.21046552008536157,0.1859529590487783,0.0008410821968672253,0.19675816831052564,0.20112443398143132,0.08737668991581238,0.028157319244163686,0.23966350900772684,0.20046349023183296,0.12499331864742157,-0.01829760199796401,0.14650081658062594,0.10774221659821616,0.001420204843891208,,0.09862848329163217,0.11714725653595319,0.09967952876309645,0.19593395248009401,0.1800144061604425,,,0.1274760895340439,0.13394123688487294,0.0,0.0,,0.13351290462434864,0.0124265453954384,0.07901084287591646,0.23731948598125094,,0.08553178768717662,,0.11314935786333769,0.16793244971036336,0.1807948038049859,0.05825936329667739,0.04115128452161892,0.04291812055167584,0.15775829795993204,0.13875048535843318,0.0423292403116364,0.03786866562226226,0.08055573386366066,0.03601837448306325,0.18133281315837987,0.026336593026743082,0.2685800697194691,,,,0.039042039408471396,,0.0,,0.11058940164153852,0.07997043914272127,0.0,,0.05061011094149511,0.13930648322589448,,0.0,0.012848478201669443,0.25619135870298715,0.2934754853412707,0.0,0.0036564550027213833,0.1485746619013334,0.09443478293486168,0.0,0.0,0.17497462220391302,0.18170304578672655,0.18333537923905605,0.11940068486443335,0.1486983549970351,0.10959125925485431,0.10970524540130489,0.09960314766981547,0.15839326310449478,0.09252198191937129,0.18381466178061612,0.1030380623090339,0.15109422128391123,0.11776732862670214,0.14750161930087669,0.029430908051953752,0.14727404611490122,0.1486983549970351,0.14266257430349807,0.08268080613983052,0.1536381766788634,,0.18695525654363965,0.06441365430711694,0.10882685804061848,0.001218818334240461,,0.14429154925535959,0.09095434755876984,0.0018357821604572235,0.0016485536565453605,0.0,0.12566200788832593,0.06799343035309567,0.09092463560819003,0.0978685662211705,0.1584852397486808,0.1682517086116115,0.14876499875778715,0.07697950416296179,0.16374757120646824,0.1558990508744974,0.028361232861505877,0.08981241982900168,0.0,0.0,0.14799847098163252
2020-04-08,0.17820274968904415,0.048131747292305425,0.15057408823715754,0.07917342716625463,0.0,,0.10309910202314936,0.06367684663063788,0.12247298591769784,0.09775005266658464,0.10496940485833713,0.3510984948817539,0.04225991646646099,0.2363149631174528,,0.2807537031400967,0.145977103701224,,,0.11647534961653522,0.13715550233145332,0.0,0.17251873288213307,0.0,0.11421953242611223,0.06914809106774723,0.1911240641454024,,0.0,0.041420536601091996,0.19034311940364232,0.1720011234344138,0.0006805404009893189,0.1764617054555899,0.20112443398143132,0.05154195726511709,0.06570028721318694,0.24370846274625388,0.16563177642241578,0.158272035875296,-0.025506179299754322,0.13879394732875594,0.09410697380707223,0.00047340161463040265,,0.10403652632677579,0.1070042506343797,0.09990602485653753,0.18191891381952016,0.15305617964804177,,,0.1285024167523102,0.11415408320934928,0.0,0.0,,0.12964105882249485,0.028900374689578248,0.06207172234639582,0.18917406559815564,,0.08482511002752458,,0.09400239860762812,0.1659279321720523,0.1974696887883753,0.06527195955486222,0.03863312248278963,0.045266328242903726,0.14698448947834042,0.136677517842451,0.03848616212806239,0.05210544923996221,0.0674223839851656,0.04758867984826007,0.12807716635874103,0.027793839068824936,0.34267979754729966,,0.3195079107728942,0.1486983549970351,0.028010276309191468,,0.0,,0.0986579375341848,0.09036390136541868,0.0,,0.0417100794485851,0.1695451294367942,,0.0,0.004282826067223148,0.241304779913493,0.2539693235506711,0.0,0.001218818334240461,0.13151617963465043,0.08604852106914757,0.0,0.0,0.13718076393475984,0.1282005772348566,0.1655479003552084,0.11676808236043268,0.1272894937305896,0.09806588795834183,0.0990778407297791,0.10491194472213188,0.14700894509937415,0.07453845247079306,0.17662051812932045,0.09458460055938282,0.1494969770926605,0.1118151502744766,0.1331449655813056,0.022326070986543028,0.11274223326872139,0.09913223666469007,0.11156689624982889,0.03993936515882623,0.14858846862846564,,0.16145065551256996,0.058130934217003306,0.09895471616194397,0.0004062727780801537,0.0,0.14878376497537418,0.08355454125667305,0.0006119273868190744,0.0005495178855151201,0.0,0.10662560298076589,0.022664476784365225,0.06979077256860479,0.07499985770519492,0.1410041879774566,0.15675282407634206,0.137072870263936,0.06860457364561424,0.1466158979504366,0.11464544710657028,0.06576825841896766,0.06430247114118752,0.0,0.0,0.21315345007088912
2020-04-09,0.1691733270827859,0.034941730497577546,0.12872272980553903,0.07855851232820965,0.0,,0.11476085214611988,0.0838139830064321,0.10834456409778188,0.09597261755776376,0.10121881392873709,0.21616506829194138,0.05745708008514424,0.23164943996490095,,0.24384462929586914,0.14975127757444653,,,0.12606531718958938,0.11282131836471083,0.0,0.16814146623352902,0.0,0.07708703765279747,0.07500729673548427,0.22752864779214574,,0.0,0.04064668841667976,0.1792843482183832,0.1571890993565934,0.000546729032283741,0.17412054774949692,0.13408295598762088,0.02427921495508407,0.07821460986952801,0.16314646745392378,0.1142694984652582,0.16445434916325152,-0.0076973319911183,0.13243708699462145,0.08034207728524216,0.00015780053821013422,,0.10342946359219546,0.10278011071171378,0.10760187994747576,0.15977187460453013,0.1273575002469358,,,0.11721980036034696,0.10591174809767745,0.0,0.0,0.2457309396155174,0.12436152295591367,0.0343916511209582,0.053313017207894914,0.11937253599785091,,0.08458955080764056,,0.06406058419752271,0.16644331123798486,0.20343520288419104,0.07858124020506181,0.035615968783582426,0.038602562536277564,0.13770102370584036,0.14056138901622128,0.03621731022922738,0.056851043779195524,0.053224788188816985,0.062269810432799215,0.12164366526634345,0.027511997965658137,0.39939420686768895,0.0,0.3395818276690011,0.21338674474268995,0.02393345288962603,0.3195079107728942,0.0,0.0,0.09580982159651043,0.09460915327990506,0.0,,0.03415771768766807,0.14127331923470235,,0.0,0.018610107621501195,0.22515154307446406,0.19597115888618352,0.0,0.0004062727780801537,0.10821149976387338,0.07881472148421108,0.04956611833234503,0.0,0.07406279902056352,0.10541262256002333,0.13593446098100845,0.11051997201944792,0.0987443453753289,0.08828976077648054,0.08788733851029595,0.12039221432248569,0.145218021097131,0.07445323515546269,0.1625695537130022,0.08840301536999068,0.12755570109579806,0.11561663181104703,0.1375082155675982,0.015574509828809402,0.0888652795501485,0.03304407888823002,0.08814930184176704,0.023749890545457102,0.13051899897251526,,0.15967075981030202,0.053392381058175405,0.0793918225373605,0.00013542425936005124,0.0,0.1597178002821942,0.07551477806675744,0.00020397579560635815,0.01256226907405443,0.08191031320517246,0.09335310395407083,0.007554825594788408,0.05202690023558957,0.05626777615367703,0.12868445429736575,0.14751417278398712,0.13073464867342832,0.0789251642256003,0.13474891024536775,0.08462206618556928,0.0782372669381216,0.055799154911916136,0.04956611833234503,0.04956611833234503,0.23487177643397464
2020-04-10,0.14578038582079247,0.02721644464566675,0.11191302801722851,0.06617188733115213,0.0,,0.12103360070499658,0.09987014977693044,0.09078236669380252,0.09284671953340196,0.08992284064589133,0.15447465553169812,0.07546687416018046,0.22616827118728322,0.3195079107728942,0.1845281289596088,0.15420615545960428,,,0.13001633603255094,0.085498131709573,0.0,0.16138158230662647,0.0,0.057380371029551513,0.07696036529139662,0.23966350900772684,,0.0,0.05303145683810137,0.16174315696833105,0.1470483258571896,0.00048190635058799336,0.17397490293325935,0.04469431866254029,0.022290196718451435,0.08238605075497503,0.07412343616757865,0.07992425222456795,0.14012535741415943,0.011631347736383977,0.12001332069464765,0.07166567855213873,5.260017940337807e-05,,0.09583924692669975,0.10445315435646363,0.11260682240297554,0.13098066693308794,0.0912499106186037,,0.08447177119769855,0.11921182023612294,0.10026904048801333,0.0,0.0,0.1382248273369715,0.10950963797051777,0.056696494587908076,0.044611447100686756,0.0679481023985165,,0.08451103106767922,0.1486983549970351,0.030181716815035533,0.17291865032210763,0.18833514700090337,0.08773406468097572,0.033128952104732656,0.030115128634487832,0.1313614509698253,0.13445173597703472,0.034782676646536385,0.05843290862560663,0.0452452330845981,0.054396830878471025,0.09046029548801106,0.02633207067997899,0.4503135100189311,0.0,0.2549836805738297,0.2349495413245749,0.018513533269232413,0.1782135324231581,0.0,0.0,0.0986708820173583,0.08843678589719946,0.0,,0.03175621830258927,0.0934980235616133,,0.0,0.04056836707202069,0.20702043206998744,0.14418719501898838,0.0,0.00013542425936005124,0.08815898973253468,0.07463408087724999,0.1725907947007581,0.0,0.03751751733449222,0.10790711776070906,0.11306653283862185,0.10057988477609468,0.08922929592357533,0.0867339308277942,0.0759348689420628,0.10207595288538966,0.14765551142307606,0.07962104719321156,0.1482556749208628,0.08508920987774872,0.09883308116373173,0.1148892418123698,0.15762498599924127,0.015285747132983633,0.07350212981705993,0.011014692962743341,0.06882983572305328,0.03809467935727145,0.11254166543346233,,0.16221640145029914,0.04915518269633725,0.07287085799583269,4.514141978668375e-05,0.0,0.15311888943380322,0.06928833887228096,6.799193186878605e-05,0.028945615915783592,0.1911240641454024,0.07649309663481219,0.002518275198262803,0.026364329108313777,0.043859534636165015,0.11964759407453067,0.14166923619869778,0.13431855451108976,0.1014983032098812,0.13025065079138812,0.06184758279606104,0.10380246437761842,0.05296471616882567,0.11565427610880508,0.11565427610880508,0.24211121855500314
2020-04-11,0.10027903240600256,0.018169105018957372,0.09870748991301213,0.05553920367266513,0.0,,0.11210815878823044,0.10127157507329691,0.07446987442972376,0.0858612230192936,0.08343146050150768,0.10408634662887606,0.06569197823150906,0.19199702005524988,0.17581003560624717,0.1513669152508256,0.1431564431375882,0.1486983549970351,0.0,0.12361657224445181,0.05646810849704742,0.0,0.14395076257327455,0.0,0.05141555253565514,0.07808006955891256,0.26830078646537947,,0.0,0.05715971297857524,0.14654809662898075,0.14160939491901028,0.0004801690780904949,0.17021944422596857,0.014898106220846764,0.021627190639573888,0.08377653105012405,0.08030454015489363,0.06202106911554248,0.12186323915343127,0.024625810768591976,0.10667551357973067,0.06694833336604712,1.7533393134459357e-05,,0.10353101752367137,0.10909311701036377,0.11257114968923833,0.09997473644282835,0.05818912912575545,,0.08447177119769855,0.11691708525925631,0.08690822302136218,0.0,0.0,0.07423219951155668,0.09332738770889594,0.08460586040004792,0.03887296690880818,0.05850481521560219,,0.0687066972006753,0.18104254986986254,0.02454419963361908,0.16942848666657007,0.17391801169065993,0.09724922346210461,0.031172968311959853,0.02857153862070075,0.11939975220231107,0.11736917804288376,0.032862559222183306,0.05896019690774366,0.036265637840723584,0.03900581461118705,0.06033148100478943,0.024602778949715035,0.3481711954445426,0.0,0.11542092858545867,0.2272683049738412,0.013045483968368196,0.1311154063065794,0.0,0.0,0.09238987061441528,0.08637933010296427,0.0,,0.03439768713486562,0.09595150414292564,,0.0,0.04788778688886052,0.19173011713693489,0.1036124462688135,0.0,0.028202398485686203,0.07050726903367888,0.06700402805068699,0.27053553874884884,0.0,0.024772323667178797,0.12139060533534474,0.0831649078701613,0.08992899316882803,0.10746647403943632,0.09548815071120081,0.07202963985404946,0.05878351051956201,0.1392654500385201,0.09178853627094846,0.13833051463249033,0.08331236108305085,0.07153838627965846,0.10660184576044389,0.16981199245570988,0.013061364965865645,0.07125034171244778,0.003671564320914447,0.058162926494928845,0.052180787151631935,0.1001777101747204,,0.15335154204720314,0.04512743751563683,0.057930513399482186,1.5047139928894582e-05,0.0,0.1242406989455092,0.06440755662722931,2.2663977289595353e-05,0.03440673152969331,0.22752864779214574,0.06949532255537232,0.000839425066087601,0.008788109702771258,0.05159687076206377,0.11227023040269796,0.13101965710729938,0.13468263911430992,0.11912960867933471,0.12481854578688918,0.0310526297578687,0.13373305812389621,0.05201990325446218,0.13768366203429175,0.13768366203429175,0.19077130978940637
2020-04-12,0.07876610013366052,0.012009694387649969,0.09137086816688793,0.05326548798063415,0.0,0.1486983549970351,0.10059925241264984,0.09854410897838334,0.058088436479114734,0.07436859970598425,0.0778886627782268,0.06345875825568,0.04665551896826847,0.16119730882128191,0.09808590590129052,0.15804233089621322,0.1271539731889791,0.1486983549970351,0.0,0.12072895466314192,0.03942116987743505,0.0,0.12267824104591951,0.0,0.052697052439099105,0.061158802638810274,0.21567751276236194,,0.0,0.05117361445467853,0.1408822023423116,0.12895400698739534,0.0004794943241476733,0.16532391417909742,0.004966035406948921,0.021406188613281373,0.05608276741594087,0.11218974613340627,0.056229588017756044,0.11459978949117024,0.04160001626222033,0.0923828427859747,0.06101780294813397,5.844464378153119e-06,,0.1092523830079109,0.10211042803710829,0.10696968291944604,0.07386126565905836,0.041661741353068577,,0.08447177119769855,0.10089918704511903,0.07383498877603077,0.0,0.0,0.02474406650385223,0.08034676760145017,0.08079674825165932,0.03786552988232555,0.09121250057072744,,0.03528132884577449,0.22416814303363244,0.02544560315136242,0.15486083220485605,0.16513926050428596,0.10487331976413002,0.029510760652731297,0.028386111206521764,0.10290186316041873,0.10362015271621,0.031045532382560515,0.03939467931885194,0.042121260547111676,0.033875475855425725,0.06800903108376673,0.02099527004170282,0.178736161963252,0.04956611833234503,0.06890001125600166,0.20983905764556796,0.011222800868080125,0.107717840250856,0.0,0.0,0.09339992627782563,0.08510762416612046,0.0,0.1486983549970351,0.03569812679059239,0.09821284702359993,,0.0,0.0503275934944738,0.17357032132259864,0.07596036696383408,0.0,0.06571531362702777,0.06293181545782907,0.0560265921777609,0.323257703660986,0.0,0.019960492672784675,0.11217443061064163,0.06460966606728324,0.07449568661309797,0.13495439467783552,0.09385692446201087,0.0759700012363646,0.044352696397619455,0.12911973736358037,0.10560352176228725,0.11773411266995704,0.07762667583803114,0.04471966641158287,0.09694923344152363,0.17708676452131186,0.008230018618231477,0.08110063175397503,0.001223854773638149,0.056336367230082514,0.06529213313271422,0.0821218628842011,,0.12584878743897251,0.04126673069660616,0.029746939959009084,0.04957113404565466,0.0,0.0905568033505877,0.058343029484920095,7.554659096531784e-06,0.03622710340099655,0.23966350900772684,0.06648633808681742,0.00027980835536253366,0.002929369900923753,0.06175281715611902,0.10531819549198479,0.11481010361902673,0.12940980497708945,0.13537536834294223,0.11255520196433612,0.019372905615740153,0.11388508472324783,0.034522466683914205,0.14502679067612065,0.14502679067612065,0.0917476936623683
